ENSG00000147677	EIF3H
ENSG00000116251	RPL22
ENSG00000137876	RSL24D1
ENSG00000161970	RPL26
ENSG00000215472	RPL17-C18orf32
ENSG00000187051	RPS19BP1
ENSG00000206290	COL11A2
ENSG00000181991	MRPS11
ENSG00000154719	MRPL39
ENSG00000215301	DDX3X
ENSG00000149806	FAU
ENSG00000168028	RPSA
ENSG00000147403	RPL10
ENSG00000105193	RPS16
ENSG00000144713	RPL32
ENSG00000109819	PPARGC1A
ENSG00000082515	MRPL22
ENSG00000134419	RPS15A
ENSG00000235650	RPS18
ENSG00000204316	MRPL38
ENSG00000136522	MRPL47
ENSG00000204568	MRPS18B
ENSG00000167862	MRPL58
ENSG00000233813	MRPS18B
ENSG00000204628	RACK1
ENSG00000132313	MRPL35
ENSG00000156928	MALSU1
ENSG00000169297	NR0B1
ENSG00000167658	EEF2
ENSG00000175110	MRPS22
ENSG00000171863	RPS7
ENSG00000145592	RPL37
ENSG00000204822	MRPL53
ENSG00000109475	RPL34
ENSG00000172590	MRPL52
ENSG00000142676	RPL11
ENSG00000226916	WDR46
ENSG00000120742	SERP1
ENSG00000174748	RPL15
ENSG00000265681	RPL17
ENSG00000221983	UBA52
ENSG00000004779	NDUFAB1
ENSG00000233927	RPS28
ENSG00000117481	NSUN4
ENSG00000164587	RPS14
ENSG00000270800	RPS10-NUDT3
ENSG00000177189	RPS6KA3
ENSG00000278270	RPS9
ENSG00000149273	RPS3
ENSG00000144895	EIF2A
ENSG00000110700	RPS13
ENSG00000128829	EIF2AK4
ENSG00000145335	SNCA
ENSG00000181610	MRPS23
ENSG00000166441	RPL27A
ENSG00000198242	RPL23A
ENSG00000118181	RPS25
ENSG00000112996	MRPS30
ENSG00000186468	RPS23
ENSG00000055332	EIF2AK2
ENSG00000182180	MRPS16
ENSG00000197958	RPL12
ENSG00000183617	MRPL54
ENSG00000173545	ZNF622
ENSG00000175581	MRPL48
ENSG00000148303	RPL7A
ENSG00000185608	MRPL40
ENSG00000171858	RPS21
ENSG00000130312	MRPL34
ENSG00000278229	RPS17
ENSG00000145425	RPS3A
ENSG00000163682	RPL9
ENSG00000172809	RPL38
ENSG00000124614	RPS10
ENSG00000204574	ABCF1
ENSG00000135972	MRPS9
ENSG00000277936	MRPL45
ENSG00000108826	MRPL27
ENSG00000179271	GADD45GIP1
ENSG00000161813	LARP4
ENSG00000223775	MRPS18B
ENSG00000114391	RPL24
ENSG00000132300	PTCD3
ENSG00000158042	MRPL17
ENSG00000163319	MRPS18C
ENSG00000182774	RPS17
ENSG00000161016	RPL8
ENSG00000100316	RPL3
ENSG00000232119	MCTS1
ENSG00000055950	MRPL43
ENSG00000239789	MRPS17
ENSG00000130255	RPL36
ENSG00000148824	MTG1
ENSG00000087250	MT3
ENSG00000113048	MRPS27
ENSG00000065548	ZC3H15
ENSG00000137154	RPS6
ENSG00000223367	RPS18
ENSG00000138035	PNPT1
ENSG00000229117	RPL41
ENSG00000134056	MRPS36
ENSG00000156482	RPL30
ENSG00000187522	HSPA14
ENSG00000188846	RPL14
ENSG00000147586	MRPS28
ENSG00000198034	RPS4X
ENSG00000274646	RPS9
ENSG00000230930	COL11A2
ENSG00000144029	MRPS5
ENSG00000198947	DMD
ENSG00000163584	RPL22L1
ENSG00000197345	MRPL21
ENSG00000278461	MRPS36
ENSG00000158092	NCK1
ENSG00000008988	RPS20
ENSG00000096150	RPS18
ENSG00000125445	MRPS7
ENSG00000101181	MTG2
ENSG00000138326	RPS24
ENSG00000280969	RPS4Y2
ENSG00000274950	RPS9
ENSG00000226225	RPS18
ENSG00000259494	MRPL46
ENSG00000131368	MRPS25
ENSG00000177600	RPLP2
ENSG00000125844	RRBP1
ENSG00000147604	RPL7
ENSG00000105640	RPL18A
ENSG00000149792	MRPL49
ENSG00000242485	MRPL20
ENSG00000137547	MRPL15
ENSG00000285025	MIEF1
ENSG00000163923	RPL39L
ENSG00000254858	MPV17L2
ENSG00000197756	RPL37A
ENSG00000189058	APOD
ENSG00000173141	MRPL57
ENSG00000243927	MRPS6
ENSG00000277079	RPS9
ENSG00000280831	RPS25
ENSG00000283018	MRPS12
ENSG00000282984	TBCE
